# Last modified: 07-11-2017@22:02:00
# LRG_TRANSCRIPT	HGNC_SYMBOL	CHROMOSOME	STRAND	TRANSCRIPT_START	TRANSCRIPT_STOP	EXONS_COORDS	LRG_PROTEIN	CDS_START	CDS_STOP
LRG_780t2	EPHB2	1	1	23037331	23247993	23037331-23037536,23107914-23107978,23110885-23111569,23189530-23189685,23191370-23191705,23208852-23208976,23219377-23219539,23221965-23222073,23222907-23222971,23232480-23232602,23233203-23233450,23234446-23234661,23235515-23235664,23236875-23237068,23238937-23239092,23239955-23247993	LRG_780p2	23037476	23240063
LRG_781t1	ACTA2	10	-1	90694831	90712580	90694831-90695123,90697818-90697999,90699264-90699455,90700986-90701147,90701542-90701626,90703554-90703664,90707015-90707143,90708559-90708710,90712488-90712580	LRG_781p1	90694980	90708687
LRG_781t2	ACTA2	10	-1	90694831	90751147	90694831-90695123,90697818-90697999,90699264-90699455,90700986-90701147,90701542-90701626,90703554-90703664,90707015-90707143,90708559-90708710,90750696-90751147	LRG_781p2	90694980	90708687
LRG_782t1	STAG2	X	1	123094410	123236506	123094410-123094716,123155217-123155281,123156381-123156521,123159690-123159768,123164811-123164975,123171377-123171473,123176419-123176495,123179014-123179218,123181204-123181355,123182855-123182928,123184036-123184159,123184971-123185069,123185165-123185244,123189978-123190085,123191716-123191827,123195074-123195191,123195621-123195724,123196752-123196844,123196966-123197055,123197698-123197901,123199726-123199796,123200025-123200112,123200206-123200286,123202414-123202506,123204999-123205173,123210182-123210321,123211807-123211908,123215230-123215378,123217271-123217399,123220397-123220620,123224425-123224614,123224704-123224814,123227868-123227994,123229222-123229299,123234424-123236506	LRG_782p1	123156478	123234447
LRG_782t2	STAG2	X	1	123095556	123236506	123095556-123095706,123155217-123155281,123156381-123156521,123159690-123159768,123164811-123164975,123171377-123171473,123176419-123176495,123179014-123179218,123181204-123181355,123182855-123182928,123184036-123184159,123184971-123185069,123185165-123185244,123189978-123190085,123191716-123191827,123195074-123195191,123195621-123195724,123196752-123196844,123196966-123197055,123197698-123197901,123199726-123199796,123200025-123200112,123200206-123200286,123202414-123202506,123204999-123205173,123210182-123210321,123211807-123211908,123215230-123215378,123217271-123217399,123220397-123220620,123224425-123224614,123224704-123224814,123227868-123227994,123229222-123229299,123234424-123236506	LRG_782p2	123156478	123234447
LRG_782t3	STAG2	X	1	123095162	123236506	123095162-123095285,123095636-123095706,123156381-123156521,123159690-123159768,123164811-123164975,123171377-123171473,123176419-123176495,123179014-123179218,123181204-123181355,123182855-123182928,123184036-123184159,123184971-123185069,123185165-123185244,123189978-123190085,123191716-123191827,123195074-123195191,123195621-123195724,123196752-123196844,123196966-123197055,123197698-123197901,123199726-123199796,123200025-123200112,123200206-123200286,123202414-123202506,123204999-123205173,123210182-123210321,123211807-123211908,123215230-123215378,123217271-123217399,123220397-123220620,123224425-123224614,123227868-123227994,123229222-123229299,123234424-123236506	LRG_782p3	123156478	123234447
LRG_783t1	TYMS	18	1	657604	673499	657604-657947,659641-659714,662146-662320,669072-669173,670692-670867,671380-671451,672860-673499	LRG_783p1	657743	672997
LRG_784t1	XRCC1	19	-1	44047464	44079730	44047464-44047657,44047764-44047839,44048296-44048386,44049970-44050109,44050204-44050258,44050747-44050879,44051036-44051129,44055723-44055839,44056169-44056427,44056949-44057060,44057134-44057243,44057553-44057664,44057761-44057835,44058798-44058956,44065062-44065172,44079062-44079154,44079560-44079730	LRG_784p1	44047544	44079610
LRG_785t1	POLD1	19	1	50887580	50921275	50887580-50887647,50902105-50902310,50902628-50902741,50905035-50905181,50905256-50905381,50905462-50905630,50905711-50905792,50905869-50905998,50906310-50906476,50906750-50906854,50909439-50909579,50909664-50909774,50910240-50910431,50910584-50910672,50912042-50912158,50912379-50912492,50912776-50912923,50916683-50916778,50916999-50917136,50918072-50918247,50918695-50918847,50918981-50919083,50919653-50919785,50919867-50919980,50920302-50920354,50920429-50920526,50921099-50921275	LRG_785p1	50902109	50921204
LRG_785t2	POLD1	19	1	50902109	50921275	50902109-50902310,50902628-50902741,50905035-50905181,50905256-50905381,50905462-50905630,50905711-50905792,50905869-50905998,50906310-50906476,50906750-50906854,50909439-50909579,50909664-50909774,50910240-50910431,50910584-50910672,50911964-50912158,50912379-50912492,50912776-50912923,50916683-50916778,50916999-50917136,50918072-50918247,50918695-50918847,50918981-50919083,50919653-50919785,50919867-50919980,50920302-50920354,50920429-50920526,50921099-50921275	LRG_785p2	50902109	50921204
LRG_786t1	MAPK1	22	-1	22113946	22221970	22113946-22118529,22123484-22123609,22127162-22127271,22142546-22142677,22142983-22143097,22153301-22153417,22160139-22160328,22161953-22162135,22221612-22221970	LRG_786p1	22123493	22221730
LRG_786t2	MAPK1	22	-1	22123319	22221970	22123319-22123609,22127162-22127271,22142546-22142677,22142983-22143097,22153301-22153417,22160139-22160328,22161953-22162135,22221612-22221970	LRG_786p2	22123493	22221730
LRG_787t1	GFPT1	2	-1	69546901	69614386	69546901-69553365,69554046-69554207,69555403-69555570,69556429-69556556,69556816-69556930,69565030-69565187,69565577-69565697,69569284-69569381,69573036-69573131,69575303-69575466,69577210-69577315,69581391-69581444,69581621-69581700,69583628-69583689,69585461-69585595,69586400-69586458,69590677-69590802,69597133-69597240,69601138-69601245,69614197-69614386	LRG_787p1	69553321	69614203
LRG_788t1	RRM2B	8	-1	103216729	103251059	103216729-103220513,103225004-103225117,103226282-103226386,103231042-103231175,103236274-103236368,103237113-103237246,103238146-103238262,103244377-103244532,103250787-103251059	LRG_788p1	103220361	103251050
LRG_788t2	RRM2B	8	-1	103216729	103251346	103216729-103220513,103225004-103225117,103226282-103226386,103231042-103231175,103236274-103236368,103237113-103237246,103238146-103238262,103244377-103244532,103251055-103251346	LRG_788p2	103220361	103251102
LRG_789t1	POLE	12	-1	133200348	133264110	133200348-133201396,133201491-133201580,133202231-133202356,133202703-133202903,133208901-133209094,133209250-133209381,133210772-133210964,133212478-133212610,133214600-133214725,133215711-133215884,133218233-133218437,133218763-133218983,133219092-133219315,133219406-133219582,133219810-133219916,133219993-133220146,133220423-133220563,133225515-133225658,133225892-133226101,133226263-133226475,133233722-133233844,133233935-133234015,133234454-133234556,133235881-133236095,133237555-133237750,133238113-133238270,133240590-133240734,133240956-133241048,133241888-133242036,133244089-133244234,133244942-133245088,133245221-133245323,133245397-133245525,133248801-133248908,133249213-133249425,133249750-133249863,133250161-133250293,133251984-133252103,133252321-133252406,133252680-133252790,133253132-133253239,133253949-133254029,133254164-133254305,133256083-133256237,133256540-133256632,133256764-133256808,133257193-133257273,133257724-133257865,133263840-133264110	LRG_789p1	133201283	133263901
LRG_790t1	ABCC8	11	-1	17414432	17498392	17414432-17414675,17415244-17415306,17415813-17415946,17416719-17416822,17417157-17417265,17417399-17417477,17418463-17418593,17418740-17418860,17419231-17419344,17419886-17419988,17424208-17424300,17426059-17426216,17427041-17427110,17428169-17428335,17428435-17428676,17428901-17429000,17429939-17430064,17432063-17432200,17434213-17434293,17434941-17435025,17436059-17436157,17436851-17436886,17438477-17438509,17448596-17448701,17449414-17449489,17449836-17449952,17450112-17450217,17452361-17452506,17453751-17453791,17464267-17464429,17464725-17464859,17470063-17470218,17474666-17474830,17482035-17482223,17483130-17483372,17484985-17485151,17491648-17491769,17496433-17496574,17498176-17498392	LRG_790p1	17414538	17498323
LRG_790t2	ABCC8	11	-1	17414432	17498392	17414432-17414675,17415244-17415306,17415813-17415946,17416719-17416822,17417157-17417265,17417399-17417477,17418463-17418593,17418740-17418860,17419231-17419344,17419886-17419988,17424208-17424300,17426059-17426216,17427041-17427110,17428169-17428335,17428435-17428676,17428901-17429000,17429939-17430064,17432063-17432200,17434213-17434293,17434941-17435025,17436059-17436157,17436851-17436886,17438477-17438512,17448596-17448701,17449414-17449489,17449836-17449952,17450112-17450217,17452361-17452506,17453751-17453791,17464267-17464429,17464725-17464859,17470063-17470218,17474666-17474830,17482035-17482223,17483130-17483372,17484985-17485151,17491648-17491769,17496433-17496574,17498176-17498392	LRG_790p2	17414538	17498323
LRG_791t1	HAMP	19	1	35773249	35776046	35773249-35773570,35775692-35775751,35775841-35776046	LRG_791p1	35773481	35775945
LRG_792t1	ABO	9	-1	136130563	136150616	136130563-136131743,136132796-136132911,136133469-136133504,136135205-136135252,136136704-136136760,136137486-136137555,136150564-136150616	LRG_792p1	136131053	136150591
LRG_793t1	GYPA	4	-1	145030457	145061904	145030457-145032563,145035842-145035920,145038007-145038092,145039867-145039905,145040839-145040934,145041643-145041741,145061752-145061904	LRG_793p1	145032547	145061788
LRG_794t1	GYPB	4	-1	144917257	144940496	144917257-144917457,144918693-144918787,144920564-144920602,144922338-144922436,144940404-144940496	LRG_794p1	144917452	144940440
LRG_795t1	A4GALT	22	-1	43088127	43116876	43088127-43090003,43091497-43091637,43116803-43116876	LRG_795p1	43088896	43089957
LRG_796t1	RHD	1	1	25598977	25656936	25598977-25599186,25611064-25611250,25617132-25617282,25627437-25627584,25628011-25628177,25629813-25629950,25633087-25633220,25643491-25643570,25648380-25648453,25655389-25656936	LRG_796p1	25599039	25655415
LRG_797t1	RHCE	1	-1	25688740	25747405	25688740-25689044,25696958-25697031,25701840-25701919,25712202-25712335,25715467-25715604,25717240-25717406,25718485-25718632,25729087-25729237,25735174-25735360,25747130-25747405	LRG_797p1	25689018	25747277
LRG_798t1	BCAM	19	1	45312316	45324678	45312316-45312463,45314482-45314603,45315420-45315648,45315735-45315805,45316507-45316603,45316695-45316877,45317409-45317545,45317861-45318017,45321779-45321894,45321998-45322139,45322313-45322449,45322603-45322747,45322839-45322983,45323962-45324079,45324173-45324678	LRG_798p1	45312382	45324178
LRG_798t2	BCAM	19	1	45312316	45324678	45312316-45312463,45314482-45314603,45315420-45315648,45315735-45315805,45316507-45316603,45316695-45316877,45317409-45317545,45317861-45318017,45321779-45321894,45321998-45322139,45322313-45322449,45322603-45322747,45322839-45324079,45324173-45324678	LRG_798p2	45312382	45322987
LRG_799t1	KEL	7	-1	142638201	142659503	142638201-142638500,142639521-142639616,142639962-142640131,142640363-142640430,142640573-142640683,142640870-142640970,142641410-142641487,142641730-142641828,142643294-142643404,142649596-142649725,142650895-142651043,142651271-142651459,142651552-142651614,142654914-142655060,142655391-142655515,142658015-142658191,142658447-142658588,142658882-142658959,142659291-142659503	LRG_799p1	142638339	142659293
LRG_800t1	FUT3	19	-1	5842899	5851485	5842899-5844862,5846437-5846977,5851401-5851485	LRG_800p1	5843765	5844850
LRG_801t1	ACKR1	1	1	159175049	159176290	159175049-159176290	LRG_801p1	159175224	159176240
LRG_801t2	ACKR1	1	1	159173803	159176290	159173803-159174770,159175251-159176290	LRG_801p2	159174750	159176240
LRG_802t1	SLC14A1	18	1	43304092	43332485	43304092-43304238,43304915-43304978,43307297-43307383,43310265-43310436,43310980-43311169,43314239-43314367,43316421-43316613,43319128-43319275,43319493-43319627,43328341-43328390,43329743-43332485	LRG_802p1	43310286	43329916
LRG_803t1	SLC4A1	17	-1	42325758	42345502	42325758-42327906,42328527-42328700,42328787-42328956,42330486-42330739,42331864-42332030,42332575-42332664,42333041-42333214,42334718-42334912,42335027-42335175,42335354-42335548,42335781-42335991,42336531-42336712,42336865-42336949,42337177-42337300,42337772-42337907,42338003-42338183,42338943-42339004,42340004-42340094,42340220-42340302,42345422-42345502	LRG_803p1	42327826	42340234
LRG_804t1	ACHE	7	-1	100488337	100493592	100488337-100488709,100488790-100488959,100489955-100490439,100490786-100491876,100493423-100493592	LRG_804p1	100488579	100491853
LRG_804t2	ACHE	7	-1	100487615	100493754	100487615-100487956,100488790-100488959,100489955-100490439,100490786-100491873,100493680-100493754	LRG_804p2	100487835	100491853
LRG_805t1	XG	X	1	2670093	2734541	2670093-2670376,2688591-2688632,2692757-2692780,2700107-2700169,2707685-2707747,2712576-2712644,2715351-2715401,2726226-2726261,2729377-2729493,2732405-2734541	LRG_805p1	2670316	2732421
LRG_806t1	ERMAP	1	1	43282776	43310660	43282776-43282924,43291294-43291409,43296115-43296204,43296439-43296786,43300709-43300825,43301403-43301435,43302829-43302861,43304572-43304592,43305704-43305724,43305823-43305849,43305941-43305967,43308188-43310660	LRG_806p1	43296120	43308903
LRG_807t1	ART4	12	-1	14982245	14996413	14982245-14982396,14993379-14994087,14995904-14996413	LRG_807p1	14982305	14996047
LRG_808t1	AQP1	7	1	30951309	30965132	30951309-30951908,30961681-30961845,30962179-30962259,30963065-30965132	LRG_808p1	30951525	30963244
LRG_809t1	ICAM4	19	1	10397643	10399260	10397643-10398082,10398212-10398514,10398662-10399260	LRG_809p1	10397689	10398780
LRG_810t1	FUT1	19	-1	49251268	49258647	49251268-49254540,49255747-49256379,49256582-49256820,49258547-49258647	LRG_810p1	49253441	49254538
LRG_810t2	FUT1	19	-1	49251268	49256917	49251268-49254540,49255747-49255982,49256149-49256379,49256582-49256820,49256905-49256917	LRG_810p2	49253441	49254538
LRG_811t1	FUT2	19	1	49199228	49209191	49199228-49199346,49206212-49209191	LRG_811p1	49206214	49207245
LRG_812t1	XK	X	1	37545009	37591383	37545009-37545459,37553539-37553801,37586889-37591383	LRG_812p1	37545215	37587715
LRG_813t1	GYPC	2	1	127413511	127454251	127413511-127413888,127447831-127447887,127451440-127451523,127453522-127454251	LRG_813p1	127413840	127453718
LRG_814t1	CR1	1	1	207669473	207815110	207669473-207669733,207679249-207679428,207680059-207680158,207684914-207684999,207696956-207697354,207700098-207700274,207700366-207700468,207702061-207702146,207705525-207705743,207706754-207706933,207707542-207707641,207713326-207713411,207715527-207715925,207737209-207737385,207737477-207737579,207739183-207739268,207741169-207741387,207742404-207742583,207743192-207743291,207748940-207749025,207751150-207751548,207753585-207753761,207753856-207753958,207755263-207755348,207757994-207758221,207760731-207760910,207762020-207762119,207780596-207780681,207782635-207783033,207785022-207785198,207785284-207785386,207787749-207787834,207789920-207790147,207791416-207791592,207793225-207793410,207795318-207795341,207796338-207796413,207803862-207803966,207812742-207815110	LRG_814p1	207669613	207812754
LRG_815t1	CD44	11	1	35160417	35253949	35160417-35160917,35198122-35198287,35201821-35201954,35208379-35208447,35211382-35211612,35236399-35236461,35240863-35240934,35243201-35243279,35250676-35253949	LRG_815p1	35160851	35250880
LRG_816t1	BSG	19	1	572454	583493	572454-572701,579500-579656,580379-580461,580646-580782,581315-581591,582306-582330,582514-582582,582750-583493	LRG_816p1	572635	582577
LRG_817t1	CD151	11	1	832952	838835	832952-833026,834530-834591,836063-836153,836251-836442,836769-836843,837250-837354,837460-837618,837942-838028,838133-838835	LRG_817p1	836070	838192
LRG_818t1	SEMA7A	15	-1	74701630	74726299	74701630-74703326,74703636-74703697,74703897-74704051,74704226-74704353,74706888-74707086,74707179-74707287,74708142-74708326,74708916-74709055,74709676-74709786,74709932-74710016,74710218-74710310,74710609-74710650,74711142-74711293,74726082-74726299	LRG_818p1	74702965	74726259
LRG_819t1	GCNT2	6	1	10585993	10629601	10585993-10587147,10621584-10621676,10626650-10629601	LRG_819p1	10586223	10626840
LRG_820t1	B3GALNT1	3	-1	160801671	160822683	160801671-160804576,160818927-160819021,160821215-160821305,160822107-160822194,160822573-160822683	LRG_820p1	160803547	160804542
LRG_821t1	AQP3	9	-1	33441152	33447631	33441152-33442209,33442299-33442516,33442850-33442968,33443319-33443456,33443764-33443890,33447421-33447631	LRG_821p1	33442041	33447528
LRG_822t1	RHAG	6	-1	49572888	49604587	49572888-49573543,49574561-49574634,49574863-49574933,49578737-49578858,49580110-49580247,49582400-49582566,49583337-49583484,49585781-49585931,49586892-49587075,49604369-49604587	LRG_822p1	49573526	49604525
LRG_823t1	ABCG2	4	-1	89011416	89080011	89011416-89013533,89015729-89015811,89016672-89016761,89018605-89018759,89020476-89020600,89022382-89022471,89028336-89028418,89034455-89034705,89036109-89036210,89039261-89039412,89042787-89042944,89052213-89052365,89052955-89053069,89053728-89053787,89060945-89061166,89079538-89080011	LRG_823p1	89013386	89061147
LRG_824t1	ABCB6	2	-1	220074488	220083712	220074488-220074768,220074952-220075020,220075103-220075197,220075433-220075545,220075656-220075830,220077109-220077213,220077730-220077787,220077963-220078048,220078161-220078224,220078312-220078388,220078548-220078673,220078843-220078908,220079111-220079220,220079683-220079804,220080719-220080902,220081086-220081187,220081374-220081554,220082392-220082529,220082847-220083712	LRG_824p1	220074660	220083395
LRG_825t1	KLF1	19	-1	12995236	12998017	12995236-12995874,12996131-12996956,12997868-12998017	LRG_825p1	12995699	12997954
LRG_826t1	GBGT1	9	-1	136028335	136039332	136028335-136029648,136030565-136030699,136031288-136031323,136031402-136031452,136036854-136036919,136037729-136037919,136039141-136039332	LRG_826p1	136028964	136037799
LRG_827t1	SMIM1	1	1	3689351	3692546	3689351-3689405,3689627-3689745,3691863-3692047,3692359-3692546	LRG_827p1	3691938	3692485
LRG_828t1	CALR	19	1	13049414	13055304	13049414-13049584,13049948-13050049,13050242-13050445,13050867-13050961,13051057-13051266,13051355-13051468,13051558-13051701,13054351-13054443,13054527-13055304	LRG_828p1	13049494	13054727
LRG_829t1	CYP21A2	6	1	32006093	32009447	32006093-32006401,32006499-32006588,32006871-32007025,32007133-32007234,32007323-32007424,32007526-32007612,32007782-32007982,32008183-32008361,32008445-32008548,32008646-32009447	LRG_829p1	32006200	32008911
LRG_830t1	TPP1	11	-1	6633997	6640692	6633997-6635917,6636097-6636222,6636402-6636560,6636673-6636793,6637236-6637305,6637546-6637734,6637892-6638090,6638206-6638384,6638532-6638659,6638857-6639007,6640007-6640146,6640427-6640498,6640615-6640692	LRG_830p1	6635777	6640631
LRG_831t1	DNAJC5	20	1	62526455	62567384	62526455-62526676,62559688-62559805,62560665-62560878,62562204-62562375,62562818-62567384	LRG_831p1	62559699	62562921
LRG_832t1	CLN6	15	-1	68499330	68522080	68499330-68500748,68501975-68502097,68503601-68503656,68504013-68504201,68506628-68506726,68510874-68510988,68521840-68522080	LRG_832p1	68500478	68521922
LRG_833t1	MFSD8	4	-1	128838960	128887139	128838960-128841991,128842679-128842926,128843015-128843118,128851838-128851972,128854140-128854248,128859938-128859993,128861008-128861152,128863200-128863313,128864907-128865147,128870959-128871002,128878656-128878747,128886227-128886363,128887052-128887139	LRG_833p1	128841785	128886288
LRG_834t1	ATP13A2	1	-1	17312453	17338423	17312453-17312853,17312958-17313127,17313300-17313451,17313541-17313764,17314633-17314729,17314817-17314969,17316186-17316265,17316382-17316498,17316622-17316782,17318229-17318353,17318504-17318624,17318738-17318897,17318981-17319076,17320124-17320330,17322471-17322659,17322749-17322795,17322881-17322991,17323515-17323670,17326506-17326637,17326741-17326807,17326895-17327029,17328529-17328598,17328791-17328868,17330827-17330906,17331187-17331316,17331509-17331567,17331869-17332051,17332179-17332273,17338224-17338423	LRG_834p1	17312716	17338233
LRG_835t1	KCTD7	7	1	66093868	66108216	66093868-66094195,66098262-66098431,66103240-66103418,66103843-66108216	LRG_835p1	66094052	66104219
LRG_836t1	TBCK	4	-1	106965474	107237861	106965474-106967837,107016639-107016798,107037360-107037535,107092252-107092427,107114766-107114927,107115875-107115911,107133907-107133992,107151520-107151603,107152886-107152936,107154095-107154221,107154745-107154807,107156426-107156524,107157547-107157676,107157916-107157965,107163627-107163726,107165783-107165921,107168296-107168444,107169402-107169463,107170078-107170139,107171575-107171635,107173023-107173164,107181594-107181667,107183255-107183369,107216251-107216323,107229925-107230146,107237705-107237861	LRG_836p1	106967727	107230117
LRG_837t1	SLC40A1	2	-1	190425316	190445537	190425316-190426917,190428310-190428951,190430080-190430325,190436441-190436567,190437572-190437687,190439887-190440046,190444539-190444606,190445144-190445537	LRG_837p1	190426604	190445186
LRG_838t1	ACADM	1	1	76190032	76229364	76190032-76190502,76194086-76194173,76198329-76198426,76198538-76198607,76199213-76199313,76200476-76200556,76205665-76205795,76211491-76211599,76215104-76215244,76216136-76216231,76226807-76227055,76228377-76229364	LRG_838p1	76190473	76228448
LRG_839t1	MTM1	X	1	149737047	149841616	149737047-149737112,149761067-149761139,149764962-149765034,149767056-149767150,149783062-149783172,149787511-149787612,149807416-149807499,149809742-149809891,149814156-149814344,149818189-149818374,149826294-149826500,149828137-149828229,149828844-149828957,149831906-149832082,149839901-149841616	LRG_839p1	149761077	149840068
LRG_840t1	IGSF1	X	-1	130407480	130423403	130407480-130407905,130408057-130408180,130408573-130408851,130408973-130409260,130409452-130409739,130409935-130410222,130410913-130411200,130411830-130412108,130412435-130412725,130413117-130413164,130413245-130413315,130415192-130415312,130415640-130415918,130416418-130416711,130416954-130417238,130419153-130419440,130419741-130420022,130420411-130420437,130420579-130420715,130423188-130423403	LRG_840p1	130407770	130420648
LRG_841t1	SLCO2A1	3	-1	133651540	133748920	133651540-133653674,133654618-133654741,133657273-133657337,133661449-133661612,133663939-133664104,133666100-133666289,133667380-133667544,133667737-133667815,133670052-133670188,133672507-133672605,133673810-133674037,133692507-133692669,133698325-133698462,133748551-133748920	LRG_841p1	133653557	133748646
LRG_842t1	POMT1	9	1	134378289	134399193	134378289-134378460,134379576-134379727,134381501-134381607,134381790-134381840,134382755-134382901,134384298-134384409,134385130-134385195,134385290-134385449,134385647-134385802,134386724-134386854,134387428-134387523,134388626-134388718,134390813-134390909,134393832-134393924,134394224-134394344,134394776-134394873,134395467-134395580,134396733-134396859,134397434-134397611,134398319-134399193	LRG_842p1	134379606	134398493
LRG_844t1	POMT2	14	-1	77741299	77787225	77741299-77743824,77744737-77744851,77745072-77745212,77746166-77746271,77746364-77746423,77746735-77746806,77750140-77750216,77751293-77751384,77751824-77751975,77753087-77753165,77755105-77755174,77757657-77757723,77762507-77762616,77765032-77765114,77765798-77765904,77767433-77767592,77769178-77769286,77771035-77771143,77772680-77772784,77778292-77778376,77786777-77787225	LRG_844p1	77743719	77787024
LRG_845t1	DYSF	2	1	71680753	71913893	71680753-71681216,71708013-71708068,71709009-71709100,71730344-71730449,71738937-71739051,71740846-71741051,71742753-71742881,71743310-71743372,71744119-71744169,71747308-71747338,71747919-71748034,71753350-71753476,71755428-71755531,71762151-71762219,71762398-71762441,71766287-71766369,71776480-71776521,71778171-71778286,71778737-71778850,71780141-71780318,71780937-71781061,71783095-71783201,71788882-71789074,71791188-71791343,71795081-71795212,71795302-71795468,71796950-71797064,71797359-71797464,71797729-71797871,71801328-71801501,71816723-71816816,71817341-71817418,71825694-71825875,71827832-71827972,71828629-71828658,71829906-71829935,71838375-71838476,71838595-71838756,71839771-71839936,71840464-71840540,71871095-71871193,71883292-71883420,71886008-71886163,71887690-71887781,71891398-71891568,71892292-71892434,71894506-71894645,71895884-71895972,71896242-71896337,71896735-71896876,71901327-71901426,71906187-71906365,71908131-71908240,71909660-71909807,71913584-71913893	LRG_845p1	71681129	71913622
LRG_845t2	DYSF	2	1	71693832	71913893	71693832-71694063,71708013-71708068,71709009-71709100,71730344-71730449,71738937-71739051,71740370-71740462,71740846-71741051,71742753-71742881,71743310-71743372,71744119-71744169,71747308-71747338,71747919-71748034,71753350-71753476,71755428-71755531,71762151-71762219,71762398-71762441,71766287-71766369,71778171-71778286,71778737-71778850,71780141-71780318,71780937-71781061,71783095-71783201,71788882-71789074,71791188-71791343,71795081-71795212,71795302-71795468,71796950-71797064,71797359-71797464,71797729-71797871,71801328-71801501,71816723-71816816,71817341-71817418,71825694-71825875,71827832-71827972,71828629-71828658,71829906-71829935,71838375-71838476,71838595-71838756,71839771-71839936,71840464-71840540,71847677-71847739,71871095-71871193,71883292-71883420,71886008-71886163,71887690-71887781,71891398-71891568,71892292-71892434,71894506-71894645,71895884-71895972,71896242-71896337,71896735-71896876,71901327-71901426,71906187-71906365,71908131-71908240,71909660-71909807,71913584-71913893	LRG_845p2	71693973	71913622
LRG_847t1	PIN1	19	1	9945883	9960365	9945883-9946078,9949112-9949324,9958706-9958816,9959766-9960365	LRG_847p1	9946021	9959875
LRG_848t1	GK	X	1	30671476	30749579	30671476-30671732,30683628-30683701,30686129-30686235,30695492-30695569,30709240-30709316,30712517-30712654,30714159-30714268,30714734-30714800,30715849-30715866,30718531-30718566,30718955-30719022,30725673-30725715,30726171-30726251,30736655-30736733,30737536-30737632,30738128-30738212,30738738-30738858,30738969-30739112,30742218-30742298,30745583-30745669,30746849-30749579	LRG_848p1	30671655	30746859
LRG_848t2	GK	X	1	30671476	30749579	30671476-30671732,30683628-30683701,30686129-30686235,30695492-30695569,30709240-30709316,30712517-30712654,30714159-30714268,30714734-30714800,30718531-30718566,30718955-30719022,30725673-30725715,30726171-30726251,30736655-30736733,30737536-30737632,30738128-30738212,30738738-30738858,30738969-30739112,30742218-30742298,30746849-30749579	LRG_848p2	30671655	30746859
LRG_849t1	CAPN3	15	1	42651698	42704515	42651698-42652312,42676681-42676750,42678365-42678483,42679951-42680084,42681126-42681294,42682151-42682294,42684837-42684920,42686454-42686539,42688998-42689075,42691690-42691850,42693839-42694008,42694322-42694333,42694992-42695200,42695939-42695975,42698124-42698141,42700409-42700522,42701501-42701578,42701985-42702042,42702129-42702193,42702626-42702694,42702786-42702864,42703082-42703198,42703485-42703543,42703945-42704515	LRG_849p1	42652004	42703971
LRG_850t1	TNNT3	11	1	1940799	1959936	1940799-1940992,1944087-1944121,1944278-1944291,1944785-1944802,1946329-1946346,1947925-1947939,1950350-1950373,1951040-1951058,1953699-1953744,1954951-1955067,1955161-1955238,1955562-1955675,1955776-1955885,1956059-1956149,1958193-1958233,1959668-1959936	LRG_850p1	1944105	1959722
LRG_851t1	TNNI2	11	1	1860233	1862910	1860233-1860263,1860905-1860934,1861079-1861085,1861633-1861674,1861758-1861886,1862049-1862138,1862261-1862437,1862686-1862910	LRG_851p1	1860927	1862781
LRG_853t1	BICC1	10	1	60272904	60591197	60272904-60273093,60380615-60380661,60461834-60461903,60544761-60544840,60546683-60546841,60548130-60548183,60549022-60549216,60549442-60549693,60553244-60553375,60556100-60556286,60558159-60558320,60558816-60559012,60559954-60560086,60560650-60560806,60562837-60563002,60566344-60566383,60566764-60566918,60573590-60573746,60577322-60577482,60580129-60580228,60588521-60591197	LRG_853p1	60272904	60588651
LRG_854t1	DAG1	3	1	49507565	49573051	49507565-49507866,49524687-49524848,49526131-49526178,49530256-49530406,49547852-49548252,49568230-49573051	LRG_854p1	49547968	49570632
LRG_855t1	CHKB	22	-1	51017387	51021428	51017387-51017684,51017855-51017936,51018156-51018259,51018403-51018511,51018619-51018700,51018787-51018845,51018994-51019089,51019849-51019982,51020178-51020291,51020678-51020786,51020987-51021428	LRG_855p1	51017610	51021210
LRG_856t1	LARGE1	22	-1	33668847	34316410	33668847-33670610,33673046-33673241,33679188-33679334,33700215-33700493,33712071-33712234,33733632-33733787,33777905-33778030,33780178-33780290,33828147-33828251,33960834-33961005,34000421-34000544,34022232-34022314,34046355-34046656,34157359-34157546,34252728-34252790,34315983-34316410	LRG_856p1	33670413	34157464
LRG_857t1	SELENON	1	1	26126667	26144713	26126667-26126904,26127534-26127651,26128507-26128608,26131633-26131766,26135071-26135280,26135517-26135641,26136174-26136311,26137945-26138026,26138182-26138370,26139178-26139283,26140372-26140484,26140568-26140669,26142039-26144713	LRG_857p1	26126722	26142209
LRG_860t1	VMA21	X	1	150565657	150577836	150565657-150565833,150572103-150572212,150573388-150577836	LRG_860p1	150565781	150573530
LRG_861t1	ARID1B	6	1	157099064	157531913	157099064-157100605,157150361-157150555,157192748-157192786,157222510-157222659,157256600-157256710,157405796-157406039,157431606-157431695,157454162-157454341,157469758-157470085,157488174-157488319,157495142-157495251,157502103-157502312,157505365-157505569,157510776-157510914,157511172-157511344,157517299-157517449,157519945-157520041,157521839-157522622,157525000-157525130,157527301-157531913	LRG_861p1	157099064	157529025
